customer_id,signup_date,segment,region,acquisition_channel
C0007965,2023-10-31,Mid-Market,LATAM,referral
C0007489,2023-10-31,SMB,EMEA,referral
C0005062,2023-10-31,SMB,North America,paid_search
C0000954,2023-10-31,Startup,LATAM,referral
C0002923,2023-10-31,SMB,EMEA,organic
C0005334,2023-10-31,SMB,EMEA,paid_search
C0006401,2023-10-31,Enterprise,North America,social_ads
C0004922,2023-10-31,SMB,North America,referral
C0004063,2023-11-01,SMB,LATAM,referral
C0002771,2023-11-01,Startup,LATAM,social_ads
C0004009,2023-11-01,SMB,APAC,organic
C0000089,2023-11-01,SMB,North America,referral
C0007428,2023-11-01,SMB,EMEA,paid_search
C0006836,2023-11-02,Mid-Market,EMEA,organic
C0003121,2023-11-02,Startup,APAC,social_ads
C0002881,2023-11-02,SMB,EMEA,referral
C0001661,2023-11-02,SMB,APAC,paid_search
C0006304,2023-11-02,Startup,APAC,paid_search
C0008503,2023-11-02,SMB,North America,paid_search
C0000889,2023-11-03,SMB,North America,paid_search
C0008610,2023-11-03,Startup,LATAM,social_ads
C0004573,2023-11-03,Startup,EMEA,email
C0008518,2023-11-03,Startup,North America,paid_search
C0000778,2023-11-03,SMB,North America,referral
C0002110,2023-11-03,Startup,North America,social_ads
C0008228,2023-11-03,Startup,North America,referral
C0003374,2023-11-04,Startup,APAC,paid_search
C0001360,2023-11-04,SMB,APAC,organic
C0007189,2023-11-04,Enterprise,LATAM,partners
C0005408,2023-11-04,SMB,EMEA,referral
C0002521,2023-11-04,Mid-Market,EMEA,social_ads
C0004410,2023-11-04,SMB,North America,paid_search
C0000538,2023-11-05,Mid-Market,EMEA,paid_search
C0000968,2023-11-05,SMB,North America,referral
C0008341,2023-11-05,Mid-Market,LATAM,referral
C0003534,2023-11-06,Startup,EMEA,social_ads
C0003235,2023-11-06,Mid-Market,APAC,partners
C0005107,2023-11-07,Startup,North America,organic
C0000175,2023-11-07,SMB,North America,partners
C0005677,2023-11-07,Mid-Market,EMEA,referral
C0003760,2023-11-07,Mid-Market,APAC,social_ads
C0000925,2023-11-08,Startup,EMEA,paid_search
C0007160,2023-11-08,Mid-Market,EMEA,email
C0004374,2023-11-08,SMB,North America,organic
C0004467,2023-11-08,Mid-Market,EMEA,paid_search
C0008699,2023-11-08,SMB,LATAM,organic
C0000266,2023-11-08,Mid-Market,EMEA,organic
C0005875,2023-11-08,Startup,North America,social_ads
C0000798,2023-11-08,Startup,North America,social_ads
C0001298,2023-11-09,SMB,EMEA,social_ads
C0002588,2023-11-09,SMB,North America,paid_search
C0008758,2023-11-09,Enterprise,North America,partners
C0002696,2023-11-09,SMB,EMEA,organic
C0002810,2023-11-09,Startup,LATAM,organic
C0000539,2023-11-09,Mid-Market,EMEA,organic
C0007035,2023-11-09,Startup,EMEA,social_ads
C0005004,2023-11-10,Startup,APAC,paid_search
C0006707,2023-11-10,SMB,EMEA,referral
C0001845,2023-11-11,Enterprise,North America,paid_search
C0004709,2023-11-11,Startup,North America,partners
C0003735,2023-11-11,Mid-Market,North America,organic
C0007524,2023-11-11,SMB,APAC,paid_search
C0006245,2023-11-11,Mid-Market,EMEA,partners
C0008966,2023-11-11,SMB,EMEA,organic
C0000084,2023-11-11,SMB,North America,paid_search
C0001100,2023-11-12,Startup,APAC,paid_search
C0008246,2023-11-12,Startup,North America,social_ads
C0007941,2023-11-12,Mid-Market,EMEA,partners
C0008286,2023-11-12,Startup,North America,paid_search
C0006811,2023-11-12,Enterprise,North America,referral
C0002725,2023-11-12,SMB,EMEA,paid_search
C0005507,2023-11-13,Mid-Market,APAC,organic
C0001164,2023-11-13,Startup,APAC,referral
C0004997,2023-11-13,Startup,APAC,social_ads
C0002944,2023-11-14,Mid-Market,North America,paid_search
C0005061,2023-11-14,SMB,EMEA,paid_search
C0006926,2023-11-14,Mid-Market,North America,partners
C0001470,2023-11-14,Startup,North America,paid_search
C0004376,2023-11-15,Mid-Market,APAC,partners
C0007367,2023-11-15,Mid-Market,LATAM,social_ads
C0001762,2023-11-15,SMB,EMEA,organic
C0008402,2023-11-15,Mid-Market,EMEA,organic
C0005926,2023-11-15,SMB,LATAM,organic
C0003100,2023-11-16,Mid-Market,LATAM,referral
C0002186,2023-11-16,Mid-Market,North America,social_ads
C0005203,2023-11-16,SMB,North America,partners
C0005205,2023-11-16,Enterprise,EMEA,partners
C0001781,2023-11-16,Mid-Market,EMEA,social_ads
C0001590,2023-11-16,SMB,APAC,referral
C0008743,2023-11-16,Startup,EMEA,paid_search
C0000131,2023-11-17,SMB,APAC,paid_search
C0007934,2023-11-17,SMB,LATAM,referral
C0008041,2023-11-17,Startup,EMEA,social_ads
C0001267,2023-11-17,Enterprise,North America,social_ads
C0002709,2023-11-17,Mid-Market,EMEA,social_ads
C0007061,2023-11-17,Mid-Market,APAC,referral
C0002341,2023-11-17,SMB,North America,referral
C0000352,2023-11-18,Mid-Market,North America,referral
C0005501,2023-11-18,SMB,LATAM,paid_search
C0003682,2023-11-18,Mid-Market,North America,social_ads
C0004236,2023-11-19,Startup,EMEA,paid_search
C0008361,2023-11-19,SMB,EMEA,partners
C0008879,2023-11-19,SMB,APAC,paid_search
C0001225,2023-11-19,SMB,North America,organic
C0008385,2023-11-19,SMB,APAC,paid_search
C0006536,2023-11-19,Startup,North America,paid_search
C0005111,2023-11-19,SMB,North America,email
C0005202,2023-11-20,Mid-Market,APAC,partners
C0004012,2023-11-20,SMB,EMEA,referral
C0007530,2023-11-20,Startup,EMEA,paid_search
C0003518,2023-11-20,Mid-Market,LATAM,social_ads
C0007316,2023-11-20,SMB,North America,email
C0008440,2023-11-20,Startup,LATAM,partners
C0006968,2023-11-21,Mid-Market,North America,paid_search
C0000808,2023-11-21,Startup,EMEA,paid_search
C0003142,2023-11-21,Enterprise,APAC,referral
C0002548,2023-11-21,SMB,EMEA,social_ads
C0000454,2023-11-21,Mid-Market,North America,organic
C0000516,2023-11-21,Mid-Market,North America,partners
C0008088,2023-11-21,Startup,APAC,social_ads
C0003184,2023-11-22,Startup,APAC,referral
C0005683,2023-11-22,Mid-Market,North America,partners
C0006385,2023-11-22,SMB,EMEA,paid_search
C0007209,2023-11-22,Enterprise,EMEA,referral
C0008482,2023-11-23,SMB,APAC,paid_search
C0006030,2023-11-23,SMB,APAC,referral
C0008839,2023-11-23,SMB,APAC,referral
C0007672,2023-11-23,Enterprise,LATAM,partners
C0005824,2023-11-23,Startup,EMEA,partners
C0000272,2023-11-24,Enterprise,North America,organic
C0005564,2023-11-24,Startup,North America,organic
C0005081,2023-11-24,SMB,EMEA,referral
C0005175,2023-11-24,SMB,North America,paid_search
C0001975,2023-11-24,Startup,North America,referral
C0002317,2023-11-24,Mid-Market,LATAM,social_ads
C0004074,2023-11-24,Mid-Market,EMEA,paid_search
C0005454,2023-11-24,Mid-Market,EMEA,referral
C0004465,2023-11-24,Startup,EMEA,organic
C0008900,2023-11-25,Mid-Market,North America,social_ads
C0001185,2023-11-25,Mid-Market,EMEA,paid_search
C0002743,2023-11-25,Startup,EMEA,email
C0001598,2023-11-25,Startup,EMEA,social_ads
C0004199,2023-11-25,Startup,EMEA,paid_search
C0001526,2023-11-25,Mid-Market,LATAM,social_ads
C0005132,2023-11-25,Mid-Market,North America,email
C0005554,2023-11-26,SMB,North America,organic
C0005517,2023-11-26,SMB,APAC,referral
C0004639,2023-11-26,SMB,EMEA,partners
C0006962,2023-11-26,SMB,North America,referral
C0001239,2023-11-26,Startup,APAC,social_ads
C0001184,2023-11-27,SMB,APAC,paid_search
C0003644,2023-11-27,SMB,LATAM,social_ads
C0005878,2023-11-27,Mid-Market,LATAM,referral
C0001544,2023-11-27,SMB,APAC,organic
C0004228,2023-11-27,Mid-Market,North America,referral
C0001944,2023-11-27,Startup,EMEA,social_ads
C0001124,2023-11-27,Startup,EMEA,paid_search
C0007471,2023-11-28,Mid-Market,EMEA,social_ads
C0001016,2023-11-28,SMB,APAC,paid_search
C0001896,2023-11-28,Mid-Market,EMEA,email
C0007793,2023-11-28,SMB,APAC,social_ads
C0000115,2023-11-28,Startup,LATAM,social_ads
C0006242,2023-11-28,Startup,EMEA,organic
C0003945,2023-11-29,Startup,EMEA,referral
C0005279,2023-11-29,Mid-Market,APAC,referral
C0002113,2023-11-29,SMB,APAC,paid_search
C0008801,2023-11-29,Enterprise,North America,referral
C0000587,2023-11-29,Startup,North America,social_ads
C0008619,2023-11-30,Mid-Market,North America,partners
C0003804,2023-11-30,Startup,EMEA,paid_search
C0005457,2023-11-30,SMB,EMEA,social_ads
C0000851,2023-11-30,Startup,North America,paid_search
C0006584,2023-11-30,Mid-Market,North America,paid_search
C0004090,2023-11-30,Mid-Market,EMEA,organic
C0001912,2023-12-01,SMB,North America,referral
C0004827,2023-12-01,SMB,North America,social_ads
C0008841,2023-12-01,Startup,EMEA,paid_search
C0008829,2023-12-01,Startup,EMEA,referral
C0006513,2023-12-02,Mid-Market,North America,email
C0000196,2023-12-02,SMB,APAC,paid_search
C0005632,2023-12-02,SMB,EMEA,paid_search
C0008102,2023-12-02,Mid-Market,North America,referral
C0000943,2023-12-02,SMB,North America,organic
C0008776,2023-12-02,Startup,EMEA,social_ads
C0004903,2023-12-03,Startup,LATAM,referral
C0007468,2023-12-03,Mid-Market,APAC,email
C0004000,2023-12-03,SMB,LATAM,referral
C0004422,2023-12-03,SMB,APAC,organic
C0004397,2023-12-03,Mid-Market,EMEA,paid_search
C0007707,2023-12-04,Startup,North America,social_ads
C0002314,2023-12-04,SMB,North America,paid_search
C0008992,2023-12-04,SMB,North America,paid_search
C0001834,2023-12-04,SMB,North America,organic
C0004070,2023-12-04,Startup,EMEA,referral
C0000553,2023-12-04,Startup,EMEA,referral
C0004796,2023-12-05,Startup,APAC,referral
C0000282,2023-12-05,SMB,LATAM,email
C0002737,2023-12-05,Mid-Market,APAC,organic
C0007089,2023-12-05,Startup,EMEA,referral
C0002084,2023-12-05,Startup,APAC,organic
C0003068,2023-12-06,Startup,APAC,email
C0004598,2023-12-06,Enterprise,APAC,organic
C0004221,2023-12-06,SMB,EMEA,referral
C0008674,2023-12-07,SMB,North America,social_ads
C0001463,2023-12-07,SMB,North America,paid_search
C0008541,2023-12-07,Mid-Market,LATAM,partners
C0005650,2023-12-07,SMB,North America,referral
C0006139,2023-12-08,SMB,EMEA,organic
C0006074,2023-12-08,Mid-Market,APAC,referral
C0002970,2023-12-08,Startup,EMEA,social_ads
C0005747,2023-12-08,Startup,EMEA,social_ads
C0004351,2023-12-08,Startup,APAC,organic
C0002809,2023-12-09,Startup,North America,paid_search
C0005309,2023-12-09,Enterprise,APAC,social_ads
C0000456,2023-12-09,Mid-Market,APAC,paid_search
C0004006,2023-12-09,Mid-Market,LATAM,referral
C0003150,2023-12-09,Startup,EMEA,referral
C0008856,2023-12-10,Startup,North America,social_ads
C0005237,2023-12-10,Enterprise,LATAM,partners
C0003039,2023-12-10,Startup,EMEA,organic
C0007868,2023-12-10,Mid-Market,APAC,referral
C0007365,2023-12-10,SMB,EMEA,social_ads
C0003685,2023-12-10,Startup,North America,paid_search
C0003564,2023-12-10,SMB,EMEA,partners
C0006326,2023-12-10,SMB,North America,social_ads
C0001645,2023-12-11,Startup,North America,referral
C0000716,2023-12-11,Enterprise,LATAM,referral
C0007927,2023-12-11,Mid-Market,APAC,email
C0006204,2023-12-12,Startup,LATAM,organic
C0000899,2023-12-12,Enterprise,EMEA,organic
C0002204,2023-12-12,Mid-Market,North America,paid_search
C0004216,2023-12-12,SMB,APAC,paid_search
C0007830,2023-12-12,Mid-Market,North America,referral
C0003942,2023-12-12,SMB,EMEA,social_ads
C0002078,2023-12-13,Mid-Market,LATAM,referral
C0004094,2023-12-13,SMB,LATAM,organic
C0002748,2023-12-13,Startup,North America,paid_search
C0003155,2023-12-13,SMB,North America,organic
C0004427,2023-12-14,Mid-Market,APAC,email
C0004253,2023-12-14,SMB,North America,social_ads
C0003109,2023-12-14,SMB,LATAM,social_ads
C0008657,2023-12-14,Mid-Market,North America,referral
C0007290,2023-12-14,Mid-Market,APAC,referral
C0007426,2023-12-14,Startup,EMEA,paid_search
C0000980,2023-12-14,SMB,APAC,paid_search
C0000663,2023-12-15,SMB,APAC,social_ads
C0001337,2023-12-15,Mid-Market,EMEA,referral
C0007906,2023-12-15,SMB,LATAM,paid_search
C0001472,2023-12-15,Mid-Market,EMEA,referral
C0004508,2023-12-15,Mid-Market,EMEA,organic
C0004940,2023-12-15,Startup,APAC,partners
C0003442,2023-12-15,Mid-Market,EMEA,referral
C0004797,2023-12-15,Enterprise,North America,paid_search
C0002282,2023-12-16,SMB,North America,referral
C0001697,2023-12-16,SMB,EMEA,social_ads
C0003168,2023-12-16,Mid-Market,North America,email
C0007503,2023-12-16,SMB,North America,paid_search
C0000767,2023-12-16,Startup,North America,paid_search
C0001369,2023-12-16,Mid-Market,EMEA,referral
C0001888,2023-12-17,Mid-Market,North America,organic
C0001628,2023-12-17,Mid-Market,APAC,paid_search
C0008901,2023-12-17,SMB,North America,referral
C0005384,2023-12-17,Startup,North America,paid_search
C0003742,2023-12-17,SMB,North America,paid_search
C0003267,2023-12-17,Mid-Market,North America,referral
C0008407,2023-12-17,SMB,LATAM,paid_search
C0005414,2023-12-17,SMB,EMEA,organic
C0006141,2023-12-18,Mid-Market,EMEA,referral
C0004988,2023-12-18,Startup,North America,email
C0003630,2023-12-18,Startup,LATAM,organic
C0002398,2023-12-18,Enterprise,APAC,organic
C0007525,2023-12-18,Startup,LATAM,referral
C0001405,2023-12-18,SMB,LATAM,paid_search
C0000036,2023-12-18,Startup,North America,social_ads
C0006818,2023-12-19,Startup,EMEA,social_ads
C0002224,2023-12-19,Mid-Market,APAC,referral
C0003125,2023-12-19,Enterprise,APAC,email
C0004207,2023-12-19,Startup,North America,social_ads
C0005038,2023-12-19,SMB,North America,social_ads
C0006138,2023-12-19,Mid-Market,EMEA,paid_search
C0006798,2023-12-19,SMB,APAC,organic
C0003943,2023-12-20,SMB,North America,referral
C0004576,2023-12-20,Mid-Market,APAC,organic
C0003285,2023-12-20,Mid-Market,North America,referral
C0005388,2023-12-20,Startup,LATAM,social_ads
C0008331,2023-12-21,Enterprise,North America,social_ads
C0000589,2023-12-21,Startup,EMEA,organic
C0001196,2023-12-22,Mid-Market,North America,partners
C0006816,2023-12-22,Startup,LATAM,organic
C0001597,2023-12-22,SMB,EMEA,paid_search
C0007229,2023-12-22,Mid-Market,EMEA,paid_search
C0005459,2023-12-22,Startup,EMEA,referral
C0003900,2023-12-22,Mid-Market,North America,social_ads
C0006669,2023-12-22,SMB,LATAM,paid_search
C0005177,2023-12-22,Startup,APAC,referral
C0006081,2023-12-22,SMB,EMEA,social_ads
C0002124,2023-12-23,SMB,North America,paid_search
C0007159,2023-12-23,Startup,EMEA,partners
C0003126,2023-12-23,Mid-Market,North America,organic
C0002478,2023-12-23,Mid-Market,North America,partners
C0005229,2023-12-23,Enterprise,North America,organic
C0000444,2023-12-23,SMB,APAC,social_ads
C0001110,2023-12-23,Startup,EMEA,social_ads
C0008760,2023-12-23,Startup,EMEA,paid_search
C0005518,2023-12-23,Startup,APAC,paid_search
C0001277,2023-12-24,Startup,LATAM,organic
C0007926,2023-12-24,Startup,North America,email
C0004022,2023-12-24,Startup,EMEA,social_ads
C0004716,2023-12-24,SMB,North America,paid_search
C0005569,2023-12-25,Startup,North America,social_ads
C0005260,2023-12-25,SMB,APAC,organic
C0005870,2023-12-26,SMB,LATAM,social_ads
C0008717,2023-12-26,Mid-Market,APAC,referral
C0000026,2023-12-26,Enterprise,APAC,referral
C0008268,2023-12-26,SMB,EMEA,social_ads
C0007801,2023-12-26,Enterprise,APAC,social_ads
C0004629,2023-12-26,Mid-Market,North America,partners
C0003228,2023-12-26,SMB,EMEA,referral
C0002584,2023-12-26,Startup,APAC,social_ads
C0006193,2023-12-26,Startup,North America,social_ads
C0003191,2023-12-26,Enterprise,LATAM,referral
C0001445,2023-12-26,Startup,North America,referral
C0006405,2023-12-26,SMB,North America,referral
C0001233,2023-12-27,SMB,North America,social_ads
C0001591,2023-12-27,Startup,EMEA,paid_search
C0003102,2023-12-27,Startup,LATAM,social_ads
C0001629,2023-12-27,SMB,North America,partners
C0008021,2023-12-27,Mid-Market,LATAM,referral
C0007220,2023-12-27,Startup,North America,referral
C0008124,2023-12-27,SMB,North America,email
C0006219,2023-12-27,Startup,EMEA,paid_search
C0005688,2023-12-27,SMB,APAC,referral
C0004249,2023-12-27,Enterprise,EMEA,partners
C0004378,2023-12-27,Mid-Market,EMEA,organic
C0008623,2023-12-28,Mid-Market,LATAM,organic
C0007721,2023-12-28,Startup,North America,paid_search
C0000199,2023-12-28,Mid-Market,APAC,social_ads
C0007248,2023-12-29,Mid-Market,EMEA,paid_search
C0006978,2023-12-29,Startup,EMEA,partners
C0007857,2023-12-29,SMB,North America,paid_search
C0005015,2023-12-29,Startup,North America,organic
C0004751,2023-12-29,Mid-Market,APAC,referral
C0007168,2023-12-29,SMB,North America,organic
C0007233,2023-12-29,SMB,LATAM,paid_search
C0000885,2023-12-29,Startup,LATAM,paid_search
C0008533,2023-12-29,Startup,APAC,paid_search
C0003974,2023-12-29,Startup,EMEA,organic
C0002246,2023-12-29,Startup,North America,social_ads
C0006102,2023-12-30,Startup,APAC,social_ads
C0001520,2023-12-30,SMB,North America,email
C0007422,2023-12-30,Mid-Market,North America,organic
C0008455,2023-12-30,Startup,North America,social_ads
C0002617,2023-12-30,SMB,North America,social_ads
C0001047,2023-12-30,SMB,APAC,referral
C0007042,2023-12-30,SMB,APAC,referral
C0005036,2023-12-31,Startup,North America,organic
C0007222,2023-12-31,SMB,EMEA,referral
C0006185,2023-12-31,Startup,EMEA,email
C0005716,2023-12-31,Startup,EMEA,paid_search
C0000419,2023-12-31,Mid-Market,North America,referral
C0002422,2023-12-31,SMB,EMEA,paid_search
C0005840,2023-12-31,Startup,LATAM,paid_search
C0002328,2023-12-31,SMB,APAC,paid_search
C0005528,2023-12-31,SMB,North America,partners
C0002640,2023-12-31,SMB,North America,email
C0001512,2024-01-01,SMB,North America,organic
C0008101,2024-01-01,Startup,APAC,social_ads
C0003609,2024-01-01,SMB,North America,social_ads
C0005285,2024-01-02,Startup,North America,referral
C0000051,2024-01-02,Mid-Market,EMEA,paid_search
C0002289,2024-01-02,Mid-Market,North America,social_ads
C0000852,2024-01-02,SMB,APAC,organic
C0008354,2024-01-02,Mid-Market,APAC,paid_search
C0000213,2024-01-02,Startup,EMEA,paid_search
C0003750,2024-01-03,SMB,EMEA,social_ads
C0008256,2024-01-03,Startup,EMEA,social_ads
C0002082,2024-01-03,Mid-Market,EMEA,organic
C0007777,2024-01-03,Mid-Market,EMEA,organic
C0001644,2024-01-03,Startup,APAC,email
C0004391,2024-01-04,SMB,EMEA,organic
C0005402,2024-01-04,Mid-Market,EMEA,social_ads
C0004641,2024-01-04,Mid-Market,North America,paid_search
C0006849,2024-01-05,Enterprise,North America,email
C0005248,2024-01-05,Mid-Market,North America,social_ads
C0001947,2024-01-05,Mid-Market,North America,email
C0005818,2024-01-05,SMB,North America,partners
C0004325,2024-01-05,Mid-Market,North America,referral
C0006629,2024-01-05,SMB,EMEA,organic
C0000682,2024-01-05,SMB,North America,paid_search
C0001450,2024-01-05,Enterprise,EMEA,social_ads
C0001752,2024-01-05,SMB,LATAM,social_ads
C0007779,2024-01-05,Mid-Market,EMEA,referral
C0004851,2024-01-05,SMB,North America,referral
C0007986,2024-01-05,Enterprise,LATAM,referral
C0000436,2024-01-05,Mid-Market,LATAM,referral
C0006390,2024-01-05,Startup,APAC,paid_search
C0008169,2024-01-06,Mid-Market,North America,organic
C0000332,2024-01-06,Mid-Market,EMEA,paid_search
C0004210,2024-01-06,Mid-Market,North America,partners
C0002131,2024-01-06,SMB,EMEA,paid_search
C0008200,2024-01-06,Mid-Market,LATAM,partners
C0000898,2024-01-06,Mid-Market,North America,organic
C0003976,2024-01-06,Mid-Market,EMEA,paid_search
C0002443,2024-01-06,SMB,EMEA,social_ads
C0000112,2024-01-06,Mid-Market,LATAM,social_ads
C0003385,2024-01-06,SMB,APAC,referral
C0001058,2024-01-06,Startup,EMEA,social_ads
C0004594,2024-01-07,SMB,APAC,paid_search
C0003654,2024-01-07,Mid-Market,North America,organic
C0006418,2024-01-07,SMB,EMEA,organic
C0005656,2024-01-07,Startup,North America,paid_search
C0001916,2024-01-07,Mid-Market,North America,email
C0005350,2024-01-08,SMB,EMEA,partners
C0002898,2024-01-08,SMB,LATAM,paid_search
C0001868,2024-01-08,Startup,EMEA,paid_search
C0003872,2024-01-08,Mid-Market,EMEA,paid_search
C0002285,2024-01-09,Mid-Market,EMEA,partners
C0005013,2024-01-09,Mid-Market,North America,organic
C0006376,2024-01-09,Startup,LATAM,social_ads
C0008315,2024-01-09,SMB,EMEA,referral
C0005438,2024-01-09,SMB,APAC,organic
C0006301,2024-01-09,SMB,APAC,paid_search
C0006252,2024-01-09,Mid-Market,EMEA,paid_search
C0000870,2024-01-09,Startup,EMEA,partners
C0001248,2024-01-10,SMB,North America,social_ads
C0003087,2024-01-10,SMB,North America,referral
C0004201,2024-01-10,Mid-Market,LATAM,organic
C0006643,2024-01-11,Startup,LATAM,social_ads
C0008373,2024-01-11,Mid-Market,LATAM,organic
C0007417,2024-01-11,SMB,North America,social_ads
C0006368,2024-01-11,Mid-Market,APAC,referral
C0001435,2024-01-11,Mid-Market,North America,social_ads
C0008860,2024-01-12,Mid-Market,APAC,organic
C0000936,2024-01-12,SMB,North America,social_ads
C0007826,2024-01-12,Startup,LATAM,referral
C0003802,2024-01-12,Mid-Market,LATAM,referral
C0002747,2024-01-12,Startup,APAC,social_ads
C0008148,2024-01-12,Startup,LATAM,social_ads
C0003925,2024-01-13,Mid-Market,LATAM,partners
C0004160,2024-01-13,SMB,North America,paid_search
C0002932,2024-01-13,Mid-Market,North America,referral
C0001237,2024-01-13,Mid-Market,LATAM,organic
C0008491,2024-01-13,Startup,EMEA,organic
C0000737,2024-01-13,Startup,EMEA,paid_search
C0004978,2024-01-14,SMB,APAC,partners
C0006402,2024-01-14,Startup,EMEA,social_ads
C0001621,2024-01-14,Mid-Market,APAC,referral
C0007084,2024-01-14,Mid-Market,North America,partners
C0000970,2024-01-14,Startup,North America,referral
C0008656,2024-01-14,SMB,APAC,organic
C0001180,2024-01-14,Startup,APAC,organic
C0005474,2024-01-14,Mid-Market,LATAM,paid_search
C0008232,2024-01-15,Startup,APAC,partners
C0000536,2024-01-15,Startup,North America,social_ads
C0003489,2024-01-15,SMB,EMEA,partners
C0002327,2024-01-15,Startup,APAC,organic
C0006408,2024-01-15,Startup,North America,paid_search
C0004802,2024-01-15,Mid-Market,EMEA,organic
C0002845,2024-01-16,Startup,EMEA,social_ads
C0005477,2024-01-16,Startup,North America,social_ads
C0002638,2024-01-16,Startup,EMEA,organic
C0003947,2024-01-16,Enterprise,EMEA,social_ads
C0004741,2024-01-16,SMB,North America,referral
C0008046,2024-01-16,SMB,APAC,email
C0008081,2024-01-17,Startup,LATAM,organic
C0003652,2024-01-17,SMB,LATAM,organic
C0006277,2024-01-17,Enterprise,EMEA,paid_search
C0002998,2024-01-17,Mid-Market,EMEA,social_ads
C0006894,2024-01-17,Mid-Market,APAC,organic
C0007033,2024-01-17,SMB,EMEA,paid_search
C0005665,2024-01-17,Startup,APAC,paid_search
C0008703,2024-01-17,Mid-Market,EMEA,paid_search
C0003741,2024-01-18,SMB,North America,partners
C0001664,2024-01-18,SMB,North America,organic
C0006519,2024-01-18,Mid-Market,EMEA,paid_search
C0003667,2024-01-18,SMB,North America,paid_search
C0000994,2024-01-19,Mid-Market,APAC,paid_search
C0002498,2024-01-19,Mid-Market,North America,email
C0004275,2024-01-19,Startup,EMEA,referral
C0004595,2024-01-19,SMB,North America,organic
C0007331,2024-01-19,Mid-Market,APAC,paid_search
C0001763,2024-01-19,SMB,LATAM,paid_search
C0007410,2024-01-19,Mid-Market,North America,social_ads
C0006410,2024-01-19,Mid-Market,APAC,paid_search
C0008335,2024-01-20,Mid-Market,EMEA,paid_search
C0003661,2024-01-20,SMB,EMEA,email
C0001222,2024-01-20,Startup,North America,organic
C0008804,2024-01-20,Mid-Market,North America,organic
C0000855,2024-01-20,Mid-Market,LATAM,paid_search
C0001616,2024-01-21,Startup,APAC,social_ads
C0008198,2024-01-21,Startup,LATAM,paid_search
C0007467,2024-01-21,Enterprise,North America,organic
C0002094,2024-01-22,Startup,North America,social_ads
C0007221,2024-01-22,SMB,APAC,paid_search
C0008861,2024-01-22,Enterprise,North America,partners
C0001235,2024-01-22,Enterprise,APAC,organic
C0008326,2024-01-22,SMB,EMEA,referral
C0005128,2024-01-22,SMB,EMEA,referral
C0004769,2024-01-23,SMB,EMEA,social_ads
C0008158,2024-01-23,Enterprise,North America,partners
C0007939,2024-01-23,Enterprise,EMEA,partners
C0001301,2024-01-23,SMB,EMEA,paid_search
C0000071,2024-01-23,SMB,North America,paid_search
C0001367,2024-01-23,SMB,LATAM,organic
C0007655,2024-01-23,SMB,EMEA,paid_search
C0007937,2024-01-23,SMB,APAC,organic
C0004621,2024-01-24,SMB,North America,referral
C0001509,2024-01-24,Startup,APAC,paid_search
C0007849,2024-01-24,Enterprise,North America,paid_search
C0004648,2024-01-24,SMB,APAC,organic
C0003059,2024-01-24,SMB,North America,social_ads
C0001980,2024-01-24,SMB,North America,referral
C0006859,2024-01-24,SMB,North America,organic
C0002520,2024-01-24,Mid-Market,APAC,referral
C0001231,2024-01-24,Mid-Market,EMEA,referral
C0002278,2024-01-25,Startup,North America,paid_search
C0001738,2024-01-25,Enterprise,EMEA,social_ads
C0000791,2024-01-25,SMB,APAC,paid_search
C0004288,2024-01-25,Startup,North America,email
C0005379,2024-01-25,SMB,North America,partners
C0007393,2024-01-25,Startup,APAC,referral
C0006222,2024-01-25,Mid-Market,APAC,referral
C0004927,2024-01-25,Startup,EMEA,social_ads
C0007072,2024-01-26,Startup,EMEA,social_ads
C0002876,2024-01-26,Startup,LATAM,social_ads
C0001835,2024-01-26,Mid-Market,APAC,social_ads
C0003638,2024-01-26,Mid-Market,North America,organic
C0002785,2024-01-26,Mid-Market,LATAM,referral
C0001793,2024-01-26,Enterprise,EMEA,referral
C0004910,2024-01-26,Startup,North America,social_ads
C0004608,2024-01-27,Enterprise,North America,email
C0003921,2024-01-27,SMB,EMEA,referral
C0005154,2024-01-27,Mid-Market,North America,paid_search
C0008937,2024-01-27,SMB,LATAM,paid_search
C0006861,2024-01-27,SMB,North America,social_ads
C0000482,2024-01-27,Startup,LATAM,social_ads
C0004225,2024-01-28,SMB,North America,referral
C0005001,2024-01-28,Mid-Market,North America,referral
C0001437,2024-01-28,SMB,APAC,paid_search
C0008918,2024-01-29,Startup,LATAM,social_ads
C0001097,2024-01-29,SMB,EMEA,paid_search
C0007888,2024-01-29,Mid-Market,APAC,partners
C0001179,2024-01-29,SMB,North America,social_ads
C0005848,2024-01-29,Startup,North America,social_ads
C0005381,2024-01-29,Mid-Market,North America,referral
C0008303,2024-01-29,Startup,North America,referral
C0004095,2024-01-29,Mid-Market,APAC,social_ads
C0003856,2024-01-30,Mid-Market,LATAM,referral
C0006524,2024-01-30,Mid-Market,LATAM,paid_search
C0006039,2024-01-30,Mid-Market,North America,social_ads
C0005133,2024-01-30,Mid-Market,North America,organic
C0001722,2024-01-30,Mid-Market,North America,social_ads
C0001976,2024-01-30,Startup,LATAM,social_ads
C0003604,2024-01-30,SMB,North America,paid_search
C0002828,2024-01-30,Mid-Market,APAC,paid_search
C0003987,2024-01-30,Startup,EMEA,partners
C0004640,2024-01-31,Mid-Market,LATAM,paid_search
C0001197,2024-01-31,Startup,North America,paid_search
C0004897,2024-01-31,Startup,EMEA,social_ads
