date,acquisition_channel,spend
2023-10-02,email,342.25
2023-10-02,organic,213.25
2023-10-02,paid_search,1993.44
2023-10-02,partners,672.26
2023-10-02,referral,493.93
2023-10-02,social_ads,1643.66
2023-10-03,email,408.82
2023-10-03,organic,244.25
2023-10-03,paid_search,1581.14
2023-10-03,partners,654.89
2023-10-03,referral,463.93
2023-10-03,social_ads,1570.16
2023-10-04,email,345.44
2023-10-04,organic,219.48
2023-10-04,paid_search,1631.55
2023-10-04,partners,633.33
2023-10-04,referral,524.19
2023-10-04,social_ads,1790.09
2023-10-05,email,283.36
2023-10-05,organic,267.12
2023-10-05,paid_search,2133.22
2023-10-05,partners,607.36
2023-10-05,referral,464.22
2023-10-05,social_ads,1741.76
2023-10-06,email,386.72
2023-10-06,organic,215.75
2023-10-06,paid_search,2015.75
2023-10-06,partners,672.69
2023-10-06,referral,391.4
2023-10-06,social_ads,2159.68
2023-10-07,email,293.86
2023-10-07,organic,205.59
2023-10-07,paid_search,1479.43
2023-10-07,partners,609.83
2023-10-07,referral,380.96
2023-10-07,social_ads,1643.67
2023-10-08,email,277.46
2023-10-08,organic,194.71
2023-10-08,paid_search,1467.7
2023-10-08,partners,490.52
2023-10-08,referral,361.18
2023-10-08,social_ads,1520.77
2023-10-09,email,394.14
2023-10-09,organic,260.35
2023-10-09,paid_search,2044.54
2023-10-09,partners,746.23
2023-10-09,referral,452.72
2023-10-09,social_ads,1844.83
2023-10-10,email,421.54
2023-10-10,organic,251.93
2023-10-10,paid_search,1867.06
2023-10-10,partners,463.95
2023-10-10,referral,339.97
2023-10-10,social_ads,1645.14
2023-10-11,email,453.06
2023-10-11,organic,260.73
2023-10-11,paid_search,1772.84
2023-10-11,partners,523.52
2023-10-11,referral,356.94
2023-10-11,social_ads,1950.99
2023-10-12,email,314.69
2023-10-12,organic,279.95
2023-10-12,paid_search,1851.99
2023-10-12,partners,598.96
2023-10-12,referral,570.42
2023-10-12,social_ads,1599.1
2023-10-13,email,334.03
2023-10-13,organic,252.85
2023-10-13,paid_search,1452.27
2023-10-13,partners,639.82
2023-10-13,referral,387.83
2023-10-13,social_ads,1753.41
2023-10-14,email,313.39
2023-10-14,organic,175.1
2023-10-14,paid_search,1609.38
2023-10-14,partners,485.59
2023-10-14,referral,366.78
2023-10-14,social_ads,1738.61
2023-10-15,email,369.06
2023-10-15,organic,155.96
2023-10-15,paid_search,1432.62
2023-10-15,partners,561.54
2023-10-15,referral,409.06
2023-10-15,social_ads,1623.09
2023-10-16,email,349.32
2023-10-16,organic,209.38
2023-10-16,paid_search,1770.54
2023-10-16,partners,648.21
2023-10-16,referral,399.51
2023-10-16,social_ads,2063.38
2023-10-17,email,416.6
2023-10-17,organic,238.29
2023-10-17,paid_search,1559.68
2023-10-17,partners,546.34
2023-10-17,referral,408.48
2023-10-17,social_ads,1806.37
2023-10-18,email,430.48
2023-10-18,organic,206.71
2023-10-18,paid_search,1798.84
2023-10-18,partners,676.03
2023-10-18,referral,431.17
2023-10-18,social_ads,1871.91
2023-10-19,email,368.21
2023-10-19,organic,247.18
2023-10-19,paid_search,1434.59
2023-10-19,partners,489.18
2023-10-19,referral,514.5
2023-10-19,social_ads,1869.22
2023-10-20,email,448.63
2023-10-20,organic,227.55
2023-10-20,paid_search,1985.9
2023-10-20,partners,618.86
2023-10-20,referral,482.7
2023-10-20,social_ads,2055.68
2023-10-21,email,361.05
2023-10-21,organic,206.88
2023-10-21,paid_search,1366.25
2023-10-21,partners,446.33
2023-10-21,referral,397.32
2023-10-21,social_ads,1305.58
2023-10-22,email,344.3
2023-10-22,organic,228.37
2023-10-22,paid_search,1802.0
2023-10-22,partners,428.59
2023-10-22,referral,423.75
2023-10-22,social_ads,1292.28
2023-10-23,email,346.66
2023-10-23,organic,260.55
2023-10-23,paid_search,1942.12
2023-10-23,partners,639.42
2023-10-23,referral,344.32
2023-10-23,social_ads,1727.45
2023-10-24,email,379.22
2023-10-24,organic,271.71
2023-10-24,paid_search,1767.2
2023-10-24,partners,679.61
2023-10-24,referral,460.41
2023-10-24,social_ads,1978.15
2023-10-25,email,347.35
2023-10-25,organic,201.87
2023-10-25,paid_search,1879.39
2023-10-25,partners,566.81
2023-10-25,referral,503.82
2023-10-25,social_ads,1489.78
2023-10-26,email,362.82
2023-10-26,organic,198.52
2023-10-26,paid_search,2059.18
2023-10-26,partners,602.23
2023-10-26,referral,477.49
2023-10-26,social_ads,1633.44
2023-10-27,email,406.1
2023-10-27,organic,249.46
2023-10-27,paid_search,1881.47
2023-10-27,partners,551.82
2023-10-27,referral,375.96
2023-10-27,social_ads,1889.84
2023-10-28,email,331.57
2023-10-28,organic,178.74
2023-10-28,paid_search,1426.44
2023-10-28,partners,424.33
2023-10-28,referral,378.84
2023-10-28,social_ads,1429.89
2023-10-29,email,303.86
2023-10-29,organic,197.25
2023-10-29,paid_search,1605.42
2023-10-29,partners,609.15
2023-10-29,referral,397.22
2023-10-29,social_ads,1521.5
2023-10-30,email,379.79
2023-10-30,organic,277.17
2023-10-30,paid_search,1687.87
2023-10-30,partners,513.96
2023-10-30,referral,599.12
2023-10-30,social_ads,1710.78
2023-10-31,email,315.17
2023-10-31,organic,200.73
2023-10-31,paid_search,2130.92
2023-10-31,partners,586.09
2023-10-31,referral,420.8
2023-10-31,social_ads,1679.79
2023-11-01,email,343.57
2023-11-01,organic,225.73
2023-11-01,paid_search,1936.22
2023-11-01,partners,639.41
2023-11-01,referral,420.55
2023-11-01,social_ads,1616.23
2023-11-02,email,388.17
2023-11-02,organic,252.58
2023-11-02,paid_search,2301.85
2023-11-02,partners,637.41
2023-11-02,referral,449.49
2023-11-02,social_ads,1334.44
2023-11-03,email,403.61
2023-11-03,organic,230.71
2023-11-03,paid_search,2165.89
2023-11-03,partners,577.31
2023-11-03,referral,523.53
2023-11-03,social_ads,1961.72
2023-11-04,email,279.2
2023-11-04,organic,165.63
2023-11-04,paid_search,1629.92
2023-11-04,partners,493.29
2023-11-04,referral,350.65
2023-11-04,social_ads,1632.89
2023-11-05,email,348.92
2023-11-05,organic,214.61
2023-11-05,paid_search,1726.26
2023-11-05,partners,555.82
2023-11-05,referral,391.54
2023-11-05,social_ads,1720.45
2023-11-06,email,353.86
2023-11-06,organic,288.17
2023-11-06,paid_search,1947.02
2023-11-06,partners,513.25
2023-11-06,referral,418.79
2023-11-06,social_ads,1844.96
2023-11-07,email,420.3
2023-11-07,organic,261.9
2023-11-07,paid_search,1953.35
2023-11-07,partners,800.88
2023-11-07,referral,480.09
2023-11-07,social_ads,1639.1
2023-11-08,email,437.11
2023-11-08,organic,209.58
2023-11-08,paid_search,2117.15
2023-11-08,partners,748.8
2023-11-08,referral,428.22
2023-11-08,social_ads,1890.6
2023-11-09,email,341.86
2023-11-09,organic,241.33
2023-11-09,paid_search,2143.11
2023-11-09,partners,646.24
2023-11-09,referral,412.13
2023-11-09,social_ads,1766.24
2023-11-10,email,347.89
2023-11-10,organic,280.85
2023-11-10,paid_search,2298.16
2023-11-10,partners,615.11
2023-11-10,referral,346.23
2023-11-10,social_ads,1293.71
2023-11-11,email,332.48
2023-11-11,organic,236.46
2023-11-11,paid_search,1575.96
2023-11-11,partners,518.53
2023-11-11,referral,412.42
2023-11-11,social_ads,1241.36
2023-11-12,email,327.74
2023-11-12,organic,231.9
2023-11-12,paid_search,1603.89
2023-11-12,partners,487.06
2023-11-12,referral,388.0
2023-11-12,social_ads,1400.17
2023-11-13,email,372.33
2023-11-13,organic,245.83
2023-11-13,paid_search,1910.83
2023-11-13,partners,634.1
2023-11-13,referral,334.11
2023-11-13,social_ads,1657.76
2023-11-14,email,350.88
2023-11-14,organic,222.15
2023-11-14,paid_search,1805.4
2023-11-14,partners,600.31
2023-11-14,referral,519.2
2023-11-14,social_ads,1764.49
2023-11-15,email,374.05
2023-11-15,organic,304.67
2023-11-15,paid_search,1911.05
2023-11-15,partners,739.52
2023-11-15,referral,464.3
2023-11-15,social_ads,1931.74
2023-11-16,email,424.56
2023-11-16,organic,209.64
2023-11-16,paid_search,1956.92
2023-11-16,partners,687.64
2023-11-16,referral,453.28
2023-11-16,social_ads,1696.54
2023-11-17,email,358.5
2023-11-17,organic,202.92
2023-11-17,paid_search,2145.13
2023-11-17,partners,680.6
2023-11-17,referral,532.04
2023-11-17,social_ads,1862.99
2023-11-18,email,297.46
2023-11-18,organic,219.64
2023-11-18,paid_search,1700.91
2023-11-18,partners,490.63
2023-11-18,referral,394.34
2023-11-18,social_ads,1445.3
2023-11-19,email,304.7
2023-11-19,organic,220.55
2023-11-19,paid_search,1524.24
2023-11-19,partners,531.78
2023-11-19,referral,363.8
2023-11-19,social_ads,1687.84
2023-11-20,email,323.96
2023-11-20,organic,221.22
2023-11-20,paid_search,1897.14
2023-11-20,partners,634.39
2023-11-20,referral,478.07
2023-11-20,social_ads,1921.73
2023-11-21,email,432.63
2023-11-21,organic,235.54
2023-11-21,paid_search,1609.24
2023-11-21,partners,574.07
2023-11-21,referral,525.24
2023-11-21,social_ads,1632.93
2023-11-22,email,328.32
2023-11-22,organic,276.69
2023-11-22,paid_search,1882.27
2023-11-22,partners,616.93
2023-11-22,referral,526.05
2023-11-22,social_ads,1734.33
2023-11-23,email,361.4
2023-11-23,organic,250.57
2023-11-23,paid_search,1888.12
2023-11-23,partners,615.49
2023-11-23,referral,389.31
2023-11-23,social_ads,1620.3
2023-11-24,email,457.77
2023-11-24,organic,260.78
2023-11-24,paid_search,2191.98
2023-11-24,partners,594.37
2023-11-24,referral,408.97
2023-11-24,social_ads,1808.51
2023-11-25,email,272.98
2023-11-25,organic,197.35
2023-11-25,paid_search,1868.44
2023-11-25,partners,660.22
2023-11-25,referral,404.87
2023-11-25,social_ads,1616.59
2023-11-26,email,352.34
2023-11-26,organic,175.89
2023-11-26,paid_search,1558.2
2023-11-26,partners,338.64
2023-11-26,referral,428.82
2023-11-26,social_ads,1466.46
2023-11-27,email,392.43
2023-11-27,organic,288.82
2023-11-27,paid_search,1840.12
2023-11-27,partners,622.8
2023-11-27,referral,432.04
2023-11-27,social_ads,1979.24
2023-11-28,email,358.5
2023-11-28,organic,195.08
2023-11-28,paid_search,2199.14
2023-11-28,partners,592.69
2023-11-28,referral,496.6
2023-11-28,social_ads,1666.19
2023-11-29,email,410.5
2023-11-29,organic,256.49
2023-11-29,paid_search,2300.39
2023-11-29,partners,612.0
2023-11-29,referral,471.69
2023-11-29,social_ads,2011.89
2023-11-30,email,307.68
2023-11-30,organic,261.86
2023-11-30,paid_search,1982.85
2023-11-30,partners,750.7
2023-11-30,referral,498.65
2023-11-30,social_ads,2198.48
2023-12-01,email,364.85
2023-12-01,organic,256.63
2023-12-01,paid_search,1737.88
2023-12-01,partners,717.31
2023-12-01,referral,578.84
2023-12-01,social_ads,1662.9
2023-12-02,email,302.99
2023-12-02,organic,233.29
2023-12-02,paid_search,1663.38
2023-12-02,partners,506.71
2023-12-02,referral,343.25
2023-12-02,social_ads,1500.32
2023-12-03,email,314.67
2023-12-03,organic,192.92
2023-12-03,paid_search,1750.61
2023-12-03,partners,597.36
2023-12-03,referral,395.31
2023-12-03,social_ads,1539.5
2023-12-04,email,345.73
2023-12-04,organic,240.15
2023-12-04,paid_search,1958.1
2023-12-04,partners,634.2
2023-12-04,referral,466.08
2023-12-04,social_ads,1812.53
2023-12-05,email,279.64
2023-12-05,organic,265.4
2023-12-05,paid_search,1862.3
2023-12-05,partners,614.17
2023-12-05,referral,427.08
2023-12-05,social_ads,1686.07
2023-12-06,email,365.02
2023-12-06,organic,191.17
2023-12-06,paid_search,1953.39
2023-12-06,partners,656.59
2023-12-06,referral,419.57
2023-12-06,social_ads,1730.67
2023-12-07,email,323.81
2023-12-07,organic,254.24
2023-12-07,paid_search,1510.53
2023-12-07,partners,647.99
2023-12-07,referral,418.01
2023-12-07,social_ads,1856.89
2023-12-08,email,452.08
2023-12-08,organic,326.52
2023-12-08,paid_search,1769.85
2023-12-08,partners,608.83
2023-12-08,referral,495.49
2023-12-08,social_ads,1455.73
2023-12-09,email,283.65
2023-12-09,organic,236.67
2023-12-09,paid_search,1716.53
2023-12-09,partners,549.09
2023-12-09,referral,417.52
2023-12-09,social_ads,1587.08
2023-12-10,email,295.5
2023-12-10,organic,211.68
2023-12-10,paid_search,1791.83
2023-12-10,partners,483.44
2023-12-10,referral,418.65
2023-12-10,social_ads,1503.03
2023-12-11,email,374.42
2023-12-11,organic,274.62
2023-12-11,paid_search,2079.75
2023-12-11,partners,511.91
2023-12-11,referral,411.2
2023-12-11,social_ads,1575.07
2023-12-12,email,368.17
2023-12-12,organic,282.3
2023-12-12,paid_search,2238.36
2023-12-12,partners,487.43
2023-12-12,referral,534.24
2023-12-12,social_ads,1472.7
2023-12-13,email,348.64
2023-12-13,organic,287.89
2023-12-13,paid_search,1809.68
2023-12-13,partners,679.93
2023-12-13,referral,413.41
2023-12-13,social_ads,1580.27
2023-12-14,email,324.69
2023-12-14,organic,270.18
2023-12-14,paid_search,2045.77
2023-12-14,partners,695.06
2023-12-14,referral,506.36
2023-12-14,social_ads,1666.96
2023-12-15,email,382.4
2023-12-15,organic,299.56
2023-12-15,paid_search,2043.88
2023-12-15,partners,512.74
2023-12-15,referral,365.48
2023-12-15,social_ads,1631.33
2023-12-16,email,323.97
2023-12-16,organic,137.4
2023-12-16,paid_search,1634.5
2023-12-16,partners,580.05
2023-12-16,referral,399.57
2023-12-16,social_ads,1633.46
2023-12-17,email,273.46
2023-12-17,organic,242.85
2023-12-17,paid_search,1752.18
2023-12-17,partners,458.79
2023-12-17,referral,437.2
2023-12-17,social_ads,1420.33
2023-12-18,email,413.46
2023-12-18,organic,259.25
2023-12-18,paid_search,1879.52
2023-12-18,partners,579.85
2023-12-18,referral,496.24
2023-12-18,social_ads,1916.76
2023-12-19,email,402.17
2023-12-19,organic,244.28
2023-12-19,paid_search,1941.37
2023-12-19,partners,767.14
2023-12-19,referral,473.46
2023-12-19,social_ads,2269.68
2023-12-20,email,341.96
2023-12-20,organic,272.07
2023-12-20,paid_search,2177.43
2023-12-20,partners,708.17
2023-12-20,referral,511.3
2023-12-20,social_ads,1655.82
2023-12-21,email,399.57
2023-12-21,organic,260.73
2023-12-21,paid_search,2434.67
2023-12-21,partners,748.13
2023-12-21,referral,386.03
2023-12-21,social_ads,1544.72
2023-12-22,email,363.05
2023-12-22,organic,247.21
2023-12-22,paid_search,1705.74
2023-12-22,partners,530.14
2023-12-22,referral,535.18
2023-12-22,social_ads,1652.57
2023-12-23,email,311.51
2023-12-23,organic,181.87
2023-12-23,paid_search,1686.06
2023-12-23,partners,497.18
2023-12-23,referral,400.83
2023-12-23,social_ads,1295.07
2023-12-24,email,238.9
2023-12-24,organic,212.62
2023-12-24,paid_search,1997.43
2023-12-24,partners,600.57
2023-12-24,referral,426.32
2023-12-24,social_ads,1268.41
2023-12-25,email,342.16
2023-12-25,organic,193.0
2023-12-25,paid_search,2210.04
2023-12-25,partners,643.53
2023-12-25,referral,460.09
2023-12-25,social_ads,1588.75
2023-12-26,email,444.34
2023-12-26,organic,278.14
2023-12-26,paid_search,1894.98
2023-12-26,partners,531.62
2023-12-26,referral,539.11
2023-12-26,social_ads,1855.12
2023-12-27,email,331.77
2023-12-27,organic,252.96
2023-12-27,paid_search,1744.12
2023-12-27,partners,647.86
2023-12-27,referral,392.92
2023-12-27,social_ads,1691.69
2023-12-28,email,424.94
2023-12-28,organic,246.62
2023-12-28,paid_search,1809.63
2023-12-28,partners,684.37
2023-12-28,referral,498.72
2023-12-28,social_ads,1920.29
2023-12-29,email,409.81
2023-12-29,organic,289.45
2023-12-29,paid_search,2116.88
2023-12-29,partners,681.14
2023-12-29,referral,431.53
2023-12-29,social_ads,1256.87
2023-12-30,email,364.35
2023-12-30,organic,198.79
2023-12-30,paid_search,1553.1
2023-12-30,partners,464.64
2023-12-30,referral,415.02
2023-12-30,social_ads,1305.16
2023-12-31,email,256.91
2023-12-31,organic,226.25
2023-12-31,paid_search,1685.35
2023-12-31,partners,519.21
2023-12-31,referral,354.79
2023-12-31,social_ads,1625.76
2024-01-01,email,387.62
2024-01-01,organic,232.41
2024-01-01,paid_search,1939.06
2024-01-01,partners,511.92
2024-01-01,referral,406.52
2024-01-01,social_ads,1449.03
2024-01-02,email,309.15
2024-01-02,organic,203.44
2024-01-02,paid_search,1983.3
2024-01-02,partners,580.01
2024-01-02,referral,437.33
2024-01-02,social_ads,1446.35
2024-01-03,email,293.61
2024-01-03,organic,258.21
2024-01-03,paid_search,1777.11
2024-01-03,partners,584.75
2024-01-03,referral,463.71
2024-01-03,social_ads,1560.83
2024-01-04,email,324.72
2024-01-04,organic,202.26
2024-01-04,paid_search,1666.82
2024-01-04,partners,505.04
2024-01-04,referral,376.93
2024-01-04,social_ads,1146.74
2024-01-05,email,352.88
2024-01-05,organic,202.39
2024-01-05,paid_search,1476.88
2024-01-05,partners,529.27
2024-01-05,referral,423.18
2024-01-05,social_ads,1396.81
2024-01-06,email,269.16
2024-01-06,organic,176.56
2024-01-06,paid_search,1458.14
2024-01-06,partners,464.86
2024-01-06,referral,358.13
2024-01-06,social_ads,1184.99
2024-01-07,email,259.23
2024-01-07,organic,202.03
2024-01-07,paid_search,1744.63
2024-01-07,partners,401.2
2024-01-07,referral,305.21
2024-01-07,social_ads,1214.67
2024-01-08,email,255.97
2024-01-08,organic,197.68
2024-01-08,paid_search,1329.69
2024-01-08,partners,432.61
2024-01-08,referral,350.44
2024-01-08,social_ads,1745.92
2024-01-09,email,363.06
2024-01-09,organic,251.01
2024-01-09,paid_search,1422.85
2024-01-09,partners,534.27
2024-01-09,referral,346.32
2024-01-09,social_ads,1459.1
2024-01-10,email,374.11
2024-01-10,organic,195.89
2024-01-10,paid_search,1465.71
2024-01-10,partners,532.8
2024-01-10,referral,424.13
2024-01-10,social_ads,1718.27
2024-01-11,email,248.94
2024-01-11,organic,273.85
2024-01-11,paid_search,1317.59
2024-01-11,partners,627.44
2024-01-11,referral,379.31
2024-01-11,social_ads,1426.44
2024-01-12,email,278.32
2024-01-12,organic,170.21
2024-01-12,paid_search,1664.56
2024-01-12,partners,608.36
2024-01-12,referral,342.02
2024-01-12,social_ads,1241.7
2024-01-13,email,314.26
2024-01-13,organic,171.82
2024-01-13,paid_search,1452.12
2024-01-13,partners,427.23
2024-01-13,referral,318.33
2024-01-13,social_ads,1204.25
2024-01-14,email,286.72
2024-01-14,organic,184.57
2024-01-14,paid_search,1397.45
2024-01-14,partners,387.43
2024-01-14,referral,362.94
2024-01-14,social_ads,1534.12
2024-01-15,email,304.7
2024-01-15,organic,214.28
2024-01-15,paid_search,1619.23
2024-01-15,partners,529.31
2024-01-15,referral,337.72
2024-01-15,social_ads,1215.91
2024-01-16,email,333.94
2024-01-16,organic,213.63
2024-01-16,paid_search,1721.54
2024-01-16,partners,457.83
2024-01-16,referral,293.21
2024-01-16,social_ads,1508.51
2024-01-17,email,340.32
2024-01-17,organic,219.14
2024-01-17,paid_search,1225.15
2024-01-17,partners,541.86
2024-01-17,referral,423.41
2024-01-17,social_ads,1458.72
2024-01-18,email,332.91
2024-01-18,organic,182.35
2024-01-18,paid_search,1879.0
2024-01-18,partners,503.19
2024-01-18,referral,401.95
2024-01-18,social_ads,1367.37
2024-01-19,email,284.03
2024-01-19,organic,203.74
2024-01-19,paid_search,1669.81
2024-01-19,partners,574.71
2024-01-19,referral,442.47
2024-01-19,social_ads,1367.05
2024-01-20,email,209.51
2024-01-20,organic,181.96
2024-01-20,paid_search,1192.25
2024-01-20,partners,566.75
2024-01-20,referral,302.21
2024-01-20,social_ads,1044.9
2024-01-21,email,275.57
2024-01-21,organic,186.8
2024-01-21,paid_search,1347.76
2024-01-21,partners,459.39
2024-01-21,referral,375.55
2024-01-21,social_ads,1301.13
2024-01-22,email,356.95
2024-01-22,organic,189.68
2024-01-22,paid_search,1764.87
2024-01-22,partners,613.93
2024-01-22,referral,372.72
2024-01-22,social_ads,1432.72
2024-01-23,email,319.74
2024-01-23,organic,199.18
2024-01-23,paid_search,2053.32
2024-01-23,partners,565.82
2024-01-23,referral,390.07
2024-01-23,social_ads,1598.68
2024-01-24,email,425.92
2024-01-24,organic,225.28
2024-01-24,paid_search,1542.87
2024-01-24,partners,541.72
2024-01-24,referral,365.6
2024-01-24,social_ads,1689.84
2024-01-25,email,304.94
2024-01-25,organic,259.11
2024-01-25,paid_search,1825.24
2024-01-25,partners,503.13
2024-01-25,referral,374.02
2024-01-25,social_ads,1330.3
2024-01-26,email,317.85
2024-01-26,organic,206.13
2024-01-26,paid_search,1466.13
2024-01-26,partners,557.5
2024-01-26,referral,389.25
2024-01-26,social_ads,1612.81
2024-01-27,email,254.25
2024-01-27,organic,156.54
2024-01-27,paid_search,1627.67
2024-01-27,partners,523.94
2024-01-27,referral,322.61
2024-01-27,social_ads,1108.5
2024-01-28,email,292.7
2024-01-28,organic,186.1
2024-01-28,paid_search,1635.02
2024-01-28,partners,478.77
2024-01-28,referral,360.49
2024-01-28,social_ads,1343.22
2024-01-29,email,292.95
2024-01-29,organic,227.29
2024-01-29,paid_search,1759.53
2024-01-29,partners,460.0
2024-01-29,referral,439.72
2024-01-29,social_ads,1176.29
2024-01-30,email,362.03
2024-01-30,organic,216.26
2024-01-30,paid_search,1783.94
2024-01-30,partners,481.6
2024-01-30,referral,392.74
2024-01-30,social_ads,1271.96
2024-01-31,email,344.22
2024-01-31,organic,227.99
2024-01-31,paid_search,1655.39
2024-01-31,partners,565.63
2024-01-31,referral,432.94
2024-01-31,social_ads,1608.48
2024-02-01,email,281.81
2024-02-01,organic,185.58
2024-02-01,paid_search,1595.99
2024-02-01,partners,547.4
2024-02-01,referral,360.42
2024-02-01,social_ads,1221.95
2024-02-02,email,323.42
2024-02-02,organic,201.56
2024-02-02,paid_search,1538.3
2024-02-02,partners,548.01
2024-02-02,referral,358.06
2024-02-02,social_ads,1653.25
2024-02-03,email,247.7
2024-02-03,organic,198.33
2024-02-03,paid_search,1115.84
2024-02-03,partners,402.58
2024-02-03,referral,396.01
2024-02-03,social_ads,1093.65
2024-02-04,email,297.87
2024-02-04,organic,176.72
2024-02-04,paid_search,1405.71
2024-02-04,partners,445.78
2024-02-04,referral,446.81
2024-02-04,social_ads,1110.49
2024-02-05,email,364.92
2024-02-05,organic,207.9
2024-02-05,paid_search,1943.64
2024-02-05,partners,533.13
2024-02-05,referral,424.21
2024-02-05,social_ads,1226.88
2024-02-06,email,305.45
2024-02-06,organic,206.89
2024-02-06,paid_search,1790.36
2024-02-06,partners,486.69
2024-02-06,referral,364.52
2024-02-06,social_ads,1117.02
2024-02-07,email,322.13
2024-02-07,organic,204.59
2024-02-07,paid_search,1441.19
2024-02-07,partners,549.8
2024-02-07,referral,506.81
2024-02-07,social_ads,1667.11
2024-02-08,email,382.42
2024-02-08,organic,210.58
2024-02-08,paid_search,1717.48
2024-02-08,partners,612.76
2024-02-08,referral,364.83
2024-02-08,social_ads,1867.37
2024-02-09,email,332.85
2024-02-09,organic,215.44
2024-02-09,paid_search,1399.05
2024-02-09,partners,553.5
2024-02-09,referral,412.1
2024-02-09,social_ads,1317.78
2024-02-10,email,253.6
2024-02-10,organic,183.92
2024-02-10,paid_search,1328.12
2024-02-10,partners,497.19
2024-02-10,referral,355.63
2024-02-10,social_ads,1149.97
2024-02-11,email,310.26
2024-02-11,organic,182.86
2024-02-11,paid_search,1287.53
2024-02-11,partners,462.39
2024-02-11,referral,343.74
2024-02-11,social_ads,1222.13
2024-02-12,email,287.03
2024-02-12,organic,233.73
2024-02-12,paid_search,1673.09
2024-02-12,partners,570.89
2024-02-12,referral,351.68
2024-02-12,social_ads,1380.47
2024-02-13,email,357.98
2024-02-13,organic,183.11
2024-02-13,paid_search,1898.07
2024-02-13,partners,487.28
2024-02-13,referral,389.64
2024-02-13,social_ads,1547.49
2024-02-14,email,364.27
2024-02-14,organic,180.38
2024-02-14,paid_search,1825.29
2024-02-14,partners,512.16
2024-02-14,referral,384.9
2024-02-14,social_ads,1133.78
2024-02-15,email,341.06
2024-02-15,organic,169.85
2024-02-15,paid_search,2150.41
2024-02-15,partners,608.43
2024-02-15,referral,379.2
2024-02-15,social_ads,1366.72
2024-02-16,email,314.35
2024-02-16,organic,235.61
2024-02-16,paid_search,1938.92
2024-02-16,partners,546.96
2024-02-16,referral,392.38
2024-02-16,social_ads,1479.39
2024-02-17,email,223.68
2024-02-17,organic,209.98
2024-02-17,paid_search,1584.89
2024-02-17,partners,387.26
2024-02-17,referral,325.74
2024-02-17,social_ads,1173.75
2024-02-18,email,237.59
2024-02-18,organic,212.69
2024-02-18,paid_search,1241.05
2024-02-18,partners,495.12
2024-02-18,referral,292.72
2024-02-18,social_ads,1373.17
2024-02-19,email,291.91
2024-02-19,organic,239.89
2024-02-19,paid_search,1778.13
2024-02-19,partners,550.59
2024-02-19,referral,377.46
2024-02-19,social_ads,1683.55
2024-02-20,email,376.73
2024-02-20,organic,168.97
2024-02-20,paid_search,1817.06
2024-02-20,partners,507.94
2024-02-20,referral,334.02
2024-02-20,social_ads,1694.08
2024-02-21,email,324.62
2024-02-21,organic,245.38
2024-02-21,paid_search,1936.55
2024-02-21,partners,566.08
2024-02-21,referral,349.05
2024-02-21,social_ads,1811.19
2024-02-22,email,357.57
2024-02-22,organic,208.8
2024-02-22,paid_search,1679.99
2024-02-22,partners,551.73
2024-02-22,referral,392.61
2024-02-22,social_ads,1695.83
2024-02-23,email,346.91
2024-02-23,organic,218.87
2024-02-23,paid_search,2011.97
2024-02-23,partners,589.82
2024-02-23,referral,454.43
2024-02-23,social_ads,1675.91
2024-02-24,email,289.53
2024-02-24,organic,202.37
2024-02-24,paid_search,1428.88
2024-02-24,partners,489.44
2024-02-24,referral,302.85
2024-02-24,social_ads,1520.1
2024-02-25,email,274.98
2024-02-25,organic,174.23
2024-02-25,paid_search,1426.34
2024-02-25,partners,439.3
2024-02-25,referral,367.57
2024-02-25,social_ads,1242.16
2024-02-26,email,405.85
2024-02-26,organic,230.65
2024-02-26,paid_search,1570.23
2024-02-26,partners,520.0
2024-02-26,referral,404.94
2024-02-26,social_ads,1449.71
2024-02-27,email,319.3
2024-02-27,organic,208.64
2024-02-27,paid_search,1746.93
2024-02-27,partners,613.14
2024-02-27,referral,429.65
2024-02-27,social_ads,1755.02
2024-02-28,email,325.18
2024-02-28,organic,253.44
2024-02-28,paid_search,1439.43
2024-02-28,partners,546.28
2024-02-28,referral,312.97
2024-02-28,social_ads,1465.34
2024-02-29,email,310.39
2024-02-29,organic,229.54
2024-02-29,paid_search,1978.88
2024-02-29,partners,498.92
2024-02-29,referral,441.1
2024-02-29,social_ads,1543.79
2024-03-01,email,321.49
2024-03-01,organic,197.2
2024-03-01,paid_search,1813.62
2024-03-01,partners,468.3
2024-03-01,referral,383.09
2024-03-01,social_ads,1429.12
2024-03-02,email,269.26
2024-03-02,organic,207.81
2024-03-02,paid_search,1117.91
2024-03-02,partners,437.57
2024-03-02,referral,285.84
2024-03-02,social_ads,1287.71
2024-03-03,email,259.04
2024-03-03,organic,188.1
2024-03-03,paid_search,1056.26
2024-03-03,partners,426.07
2024-03-03,referral,306.82
2024-03-03,social_ads,1354.86
2024-03-04,email,346.67
2024-03-04,organic,230.03
2024-03-04,paid_search,1568.84
2024-03-04,partners,540.53
2024-03-04,referral,393.08
2024-03-04,social_ads,1325.78
2024-03-05,email,305.79
2024-03-05,organic,212.69
2024-03-05,paid_search,1652.26
2024-03-05,partners,658.1
2024-03-05,referral,389.41
2024-03-05,social_ads,1934.13
2024-03-06,email,297.01
2024-03-06,organic,231.79
2024-03-06,paid_search,1751.68
2024-03-06,partners,555.59
2024-03-06,referral,360.59
2024-03-06,social_ads,1602.08
2024-03-07,email,302.65
