transaction_id,customer_id,transaction_date,revenue,cost,product_type
T000014092,C0003962,2024-02-02,1292.63,759.12,Core
T000016111,C0003215,2024-02-02,63.68,26.47,Core
T000020653,C0000899,2024-02-02,538.25,257.02,Add-on
T000016161,C0005404,2024-02-02,964.78,785.4,Premium
T000016124,C0002891,2024-02-02,105.75,50.6,Core
T000022205,C0002082,2024-02-02,702.35,555.36,Premium
T000002704,C0006877,2024-02-02,29.04,13.54,Add-on
T000020931,C0001369,2024-02-02,170.37,86.45,Core
T000020029,C0008102,2024-02-02,224.41,134.3,Core
T000001683,C0008640,2024-02-02,190.69,101.45,Core
T000007183,C0008488,2024-02-02,230.4,125.06,Add-on
T000020920,C0003168,2024-02-02,3727.42,2936.69,Services
T000013155,C0008896,2024-02-02,90.69,56.37,Add-on
T000017092,C0003199,2024-02-02,208.26,121.3,Core
T000019472,C0008839,2024-02-02,514.13,392.41,Services
T000012624,C0006130,2024-02-02,171.0,129.43,Core
T000013464,C0006819,2024-02-02,29.59,19.39,Core
T000021572,C0006405,2024-02-02,201.57,144.29,Premium
T000017920,C0007489,2024-02-02,51.39,32.02,Core
T000012469,C0000269,2024-02-02,275.57,182.55,Core
T000013755,C0001887,2024-02-02,101.04,65.26,Core
T000003442,C0005417,2024-02-02,50.64,29.37,Core
T000017950,C0000954,2024-02-02,61.27,25.79,Add-on
T000019631,C0001185,2024-02-02,1027.18,553.43,Add-on
T000005938,C0000424,2024-02-02,263.13,173.08,Core
T000006371,C0005060,2024-02-02,351.16,194.75,Add-on
T000021584,C0001233,2024-02-02,67.81,64.37,Premium
T000018230,C0005408,2024-02-02,227.98,129.27,Core
T000012272,C0006602,2024-02-02,86.08,53.78,Core
T000021807,C0000199,2024-02-02,267.95,181.09,Core
T000024172,C0006524,2024-02-02,326.43,209.94,Add-on
T000022307,C0004641,2024-02-02,59.14,32.61,Add-on
T000024363,C0007232,2024-02-02,700.17,477.36,Premium
T000009086,C0000561,2024-02-02,374.46,311.38,Services
T000019840,C0006242,2024-02-02,166.53,94.04,Core
T000009307,C0001183,2024-02-02,684.68,477.45,Core
T000008654,C0003009,2024-02-02,755.13,353.03,Add-on
T000021805,C0000199,2024-02-02,95.34,64.45,Add-on
T000019719,C0005878,2024-02-02,312.86,179.47,Core
T000023910,C0006222,2024-02-02,690.51,327.57,Add-on
T000018957,C0005926,2024-02-02,169.9,82.1,Core
T000022946,C0003925,2024-02-02,260.56,119.72,Add-on
T000019240,C0008385,2024-02-02,32.42,19.19,Core
T000007944,C0004725,2024-02-02,2297.57,1265.22,Add-on
T000004146,C0007322,2024-02-02,793.39,599.77,Premium
T000015335,C0000310,2024-02-02,340.62,181.68,Core
T000021296,C0006081,2024-02-03,221.99,152.26,Core
T000017267,C0004660,2024-02-03,215.55,142.46,Core
T000016206,C0007110,2024-02-03,2511.44,1469.87,Core
T000003022,C0007018,2024-02-03,20.07,10.3,Core
T000003329,C0000069,2024-02-03,4217.62,3359.89,Services
T000018843,C0004376,2024-02-03,195.37,100.12,Core
T000001841,C0003071,2024-02-03,180.51,101.11,Core
T000004014,C0003934,2024-02-03,220.68,111.59,Add-on
T000002349,C0000085,2024-02-03,2232.14,1678.67,Premium
T000020907,C0004797,2024-02-03,4447.5,4043.7,Services
T000016372,C0006512,2024-02-03,186.92,90.02,Add-on
T000005736,C0000988,2024-02-03,94.48,55.95,Core
T000021409,C0005870,2024-02-03,463.51,310.42,Core
T000021792,C0008623,2024-02-03,1673.39,778.51,Add-on
T000024176,C0006039,2024-02-03,1177.18,923.68,Premium
T000003457,C0001841,2024-02-03,139.49,71.65,Premium
T000005832,C0006534,2024-02-03,717.16,445.17,Add-on
T000012831,C0006563,2024-02-03,136.64,60.26,Add-on
T000021501,C0007801,2024-02-03,1520.83,1259.46,Core
T000022874,C0001435,2024-02-03,436.13,304.76,Core
T000022719,C0005013,2024-02-03,1186.16,630.92,Core
T000011809,C0005515,2024-02-03,157.51,93.71,Core
T000003810,C0002919,2024-02-03,129.2,97.95,Premium
T000020588,C0001645,2024-02-03,125.17,108.92,Services
T000020921,C0007503,2024-02-03,410.27,258.44,Core
T000022348,C0005818,2024-02-03,238.78,94.2,Add-on
T000019242,C0008385,2024-02-03,157.12,112.84,Core
T000010421,C0006143,2024-02-03,251.3,158.1,Core
T000016488,C0002903,2024-02-03,114.87,75.45,Core
T000023744,C0001367,2024-02-03,407.88,144.52,Add-on
T000006485,C0000429,2024-02-03,64.79,37.21,Core
T000006995,C0002803,2024-02-03,377.33,225.46,Add-on
T000019075,C0001781,2024-02-03,1348.9,1180.84,Premium
T000007452,C0002346,2024-02-03,2156.91,1491.65,Premium
T000016144,C0007828,2024-02-03,1756.12,973.56,Add-on
T000022563,C0008200,2024-02-03,109.3,61.04,Add-on
T000007889,C0002668,2024-02-03,226.79,130.99,Core
T000023330,C0006894,2024-02-03,820.63,463.04,Add-on
T000015676,C0007961,2024-02-03,116.69,67.08,Add-on
T000012394,C0006475,2024-02-03,2497.17,1793.3,Services
T000008633,C0006554,2024-02-03,53.81,31.93,Core
T000017557,C0007352,2024-02-03,185.55,88.55,Add-on
T000013081,C0008654,2024-02-03,171.6,114.55,Premium
T000021899,C0007168,2024-02-03,153.46,74.24,Core
T000012083,C0008537,2024-02-03,468.3,194.19,Add-on
T000020970,C0005384,2024-02-03,39.58,29.84,Core
T000003346,C0003824,2024-02-03,121.63,72.26,Core
T000005482,C0008887,2024-02-03,250.82,130.79,Add-on
T000023803,C0006859,2024-02-03,195.05,103.94,Core
T000019448,C0007209,2024-02-03,446.04,324.53,Premium
T000018265,C0000538,2024-02-04,308.54,198.15,Add-on
T000001582,C0007392,2024-02-04,141.47,75.98,Add-on
T000023522,C0008804,2024-02-04,334.58,272.43,Services
T000008163,C0002765,2024-02-04,143.8,79.24,Core
T000019490,C0000272,2024-02-04,365.33,161.97,Add-on
T000015767,C0002477,2024-02-04,556.41,497.29,Premium
T000024496,C0005882,2024-02-04,39.4,24.95,Core
T000021502,C0007801,2024-02-04,644.21,547.06,Premium
T000023259,C0004741,2024-02-04,84.64,47.62,Core
T000020367,C0001463,2024-02-04,690.36,414.07,Core
T000020967,C0008901,2024-02-04,661.29,569.26,Services
T000005780,C0001669,2024-02-04,133.48,64.07,Add-on
T000022122,C0003609,2024-02-04,200.77,129.13,Core
T000021757,C0004378,2024-02-04,159.45,104.05,Premium
T000006545,C0002908,2024-02-04,1715.53,762.48,Core
T000002703,C0006877,2024-02-04,177.23,103.78,Core
T000023468,C0006410,2024-02-04,821.57,481.78,Core
T000006351,C0001726,2024-02-04,735.06,366.81,Core
T000019122,C0001267,2024-02-04,400.42,263.01,Core
T000001261,C0002958,2024-02-04,485.0,395.74,Premium
T000020660,C0002204,2024-02-04,211.62,144.26,Core
T000008644,C0008456,2024-02-04,849.54,493.83,Core
T000003443,C0005417,2024-02-04,299.55,158.97,Core
T000002682,C0005030,2024-02-04,212.42,89.27,Add-on
T000023320,C0006277,2024-02-04,371.13,243.19,Add-on
T000016725,C0004466,2024-02-04,144.14,107.52,Core
T000010651,C0001251,2024-02-04,117.89,79.79,Premium
T000007678,C0002427,2024-02-04,1208.14,850.01,Premium
T000021822,C0006978,2024-02-04,42.79,24.98,Core
T000024552,C0005076,2024-02-04,10951.78,9444.42,Premium
T000004812,C0002046,2024-02-04,201.76,103.05,Core
T000021455,C0000026,2024-02-04,1796.65,1012.9,Core
T000023386,C0002498,2024-02-04,662.42,420.38,Core
T000007759,C0004352,2024-02-04,218.3,118.49,Core
T000011751,C0004887,2024-02-04,125.34,72.13,Core
T000017499,C0003806,2024-02-04,1218.54,1020.36,Premium
T000020218,C0002737,2024-02-04,1071.38,544.53,Core
T000020841,C0001472,2024-02-04,1112.45,864.83,Services
T000010691,C0000940,2024-02-04,964.45,756.65,Premium
T000021534,C0003191,2024-02-04,872.46,486.6,Add-on
T000015542,C0007912,2024-02-04,56.76,37.28,Core
T000018335,C0003534,2024-02-04,150.58,109.62,Core
T000019324,C0003142,2024-02-04,611.03,450.96,Premium
T000021535,C0003191,2024-02-04,1351.22,809.74,Core
T000020773,C0004253,2024-02-04,111.82,93.05,Premium
T000005309,C0007534,2024-02-04,154.26,81.22,Core
T000022561,C0008200,2024-02-04,928.97,598.28,Core
T000006639,C0001592,2024-02-04,1596.35,827.18,Add-on
T000006917,C0006632,2024-02-04,518.33,266.7,Core
T000013938,C0006991,2024-02-04,148.01,99.03,Core
T000004230,C0000164,2024-02-04,153.35,79.11,Core
T000013393,C0005220,2024-02-04,103.34,76.53,Core
T000021519,C0003228,2024-02-04,210.86,131.11,Core
T000023101,C0007084,2024-02-04,172.66,96.86,Add-on
T000005737,C0000988,2024-02-04,52.32,21.32,Add-on
T000011967,C0002489,2024-02-04,134.55,89.21,Core
T000001485,C0002023,2024-02-04,131.42,62.9,Add-on
T000012945,C0006002,2024-02-05,96.7,63.51,Add-on
T000015870,C0000806,2024-02-05,98.74,52.4,Add-on
T000016925,C0001964,2024-02-05,1235.7,775.86,Core
T000024589,C0007390,2024-02-05,875.36,569.4,Core
T000024587,C0007390,2024-02-05,847.03,431.5,Core
T000004053,C0000485,2024-02-05,130.07,65.87,Add-on
T000019264,C0005202,2024-02-05,30.76,20.92,Core
T000009885,C0008452,2024-02-05,721.7,568.9,Premium
T000023695,C0008158,2024-02-05,1960.6,1669.24,Services
T000018989,C0002186,2024-02-05,345.62,248.93,Core
T000017558,C0007352,2024-02-05,57.87,26.77,Add-on
T000023387,C0002498,2024-02-05,537.25,220.54,Add-on
T000014731,C0004043,2024-02-05,20.92,9.45,Add-on
T000023253,C0003947,2024-02-05,970.45,726.36,Core
T000014029,C0003128,2024-02-05,504.06,366.03,Services
T000021505,C0007801,2024-02-05,1109.97,864.43,Core
T000019491,C0000272,2024-02-05,2830.48,1975.3,Premium
T000019492,C0000272,2024-02-05,882.6,526.87,Core
T000021504,C0007801,2024-02-05,4685.99,4123.25,Premium
T000018427,C0007160,2024-02-05,467.53,264.77,Core
T000001390,C0001952,2024-02-05,194.47,107.31,Add-on
T000019633,C0001185,2024-02-05,314.69,199.13,Core
T000022607,C0003976,2024-02-05,682.92,551.54,Services
T000020109,C0004422,2024-02-05,108.31,50.0,Core
T000012522,C0002005,2024-02-05,382.1,162.51,Add-on
T000012572,C0007635,2024-02-05,465.11,286.63,Core
T000020842,C0001472,2024-02-05,395.9,206.17,Core
T000016879,C0003706,2024-02-05,35.45,14.19,Add-on
T000006992,C0002803,2024-02-05,2857.2,1502.18,Core
T000023406,C0004595,2024-02-05,24.33,11.76,Add-on
T000020026,C0008102,2024-02-05,592.74,324.41,Core
T000005310,C0007534,2024-02-05,185.74,109.76,Core
T000015260,C0005241,2024-02-05,321.0,222.97,Add-on
T000021673,C0008124,2024-02-05,118.36,59.45,Core
T000010336,C0003997,2024-02-05,325.07,166.59,Core
T000016110,C0003215,2024-02-05,393.06,217.2,Core
T000017349,C0002209,2024-02-05,48.38,20.25,Add-on
T000024175,C0006039,2024-02-05,225.62,196.09,Premium
T000012395,C0006475,2024-02-05,223.34,90.79,Add-on
T000012752,C0004197,2024-02-05,442.65,189.52,Add-on
T000023955,C0002785,2024-02-05,863.82,642.0,Premium
T000011517,C0005238,2024-02-05,194.07,87.72,Add-on
T000017109,C0006711,2024-02-05,262.95,175.09,Core
T000021453,C0000026,2024-02-05,1327.05,1063.13,Premium
T000007640,C0006939,2024-02-05,2433.63,1559.11,Premium
T000014393,C0006023,2024-02-05,34.1,13.35,Add-on
T000016735,C0003058,2024-02-05,262.45,123.2,Core
T000014224,C0000888,2024-02-05,58.46,41.76,Premium
T000011350,C0007421,2024-02-05,259.29,141.58,Core
T000022722,C0005013,2024-02-05,758.84,460.47,Premium
T000007639,C0006939,2024-02-05,1566.06,1053.99,Premium
T000021500,C0007801,2024-02-05,289.9,262.44,Premium
T000014964,C0004617,2024-02-05,42.6,27.66,Add-on
T000005218,C0000903,2024-02-06,466.89,281.73,Core
T000010211,C0000188,2024-02-06,199.8,124.33,Core
T000024173,C0006039,2024-02-06,992.67,636.49,Core
T000016657,C0002526,2024-02-06,99.4,57.78,Core
T000004253,C0008532,2024-02-06,412.57,294.33,Premium
T000001278,C0006496,2024-02-06,795.64,328.73,Core
T000018960,C0003100,2024-02-06,1773.15,1160.79,Premium
T000022238,C0007777,2024-02-06,257.01,189.49,Services
T000017158,C0004388,2024-02-06,154.95,58.85,Add-on
T000000624,C0003606,2024-02-06,315.9,173.57,Core
T000019559,C0001975,2024-02-06,50.09,25.36,Core
T000020252,C0007089,2024-02-06,134.1,66.79,Core
T000015942,C0007665,2024-02-06,1419.73,1024.66,Premium
T000012769,C0001393,2024-02-06,520.45,294.35,Core
T000021072,C0003125,2024-02-06,578.97,413.96,Premium
T000022945,C0003925,2024-02-06,181.18,82.91,Add-on
T000019532,C0005081,2024-02-06,163.58,100.19,Core
T000021495,C0008268,2024-02-06,37.41,27.43,Core
T000024179,C0005133,2024-02-06,575.94,397.48,Premium
T000016982,C0000523,2024-02-06,1413.61,1067.7,Core
T000003330,C0000069,2024-02-06,717.74,535.79,Services
T000017324,C0005568,2024-02-06,685.87,494.73,Core
T000020378,C0008541,2024-02-06,78.06,43.73,Add-on
T000012447,C0007079,2024-02-06,1011.44,921.69,Services
T000016723,C0004466,2024-02-06,387.67,271.54,Core
T000020281,C0004598,2024-02-06,148.32,78.86,Add-on
T000002735,C0008004,2024-02-06,1099.75,619.42,Core
T000020279,C0004598,2024-02-06,245.45,130.27,Add-on
T000006000,C0004412,2024-02-06,554.23,320.61,Core
T000022270,C0001644,2024-02-06,25.88,16.03,Core
T000013940,C0006991,2024-02-06,6679.12,5322.0,Premium
T000006993,C0002803,2024-02-06,9000.93,6553.04,Premium
T000009306,C0001183,2024-02-06,33.46,22.67,Core
T000020073,C0007468,2024-02-06,120.97,76.51,Core
T000024580,C0007694,2024-02-06,331.8,220.64,Core
T000022560,C0008200,2024-02-06,5377.93,3877.64,Premium
T000020365,C0001463,2024-02-06,145.53,111.19,Core
T000015395,C0001602,2024-02-06,1678.53,1345.44,Premium
T000021390,C0005260,2024-02-06,175.24,94.11,Core
T000022174,C0008354,2024-02-06,266.66,190.59,Premium
T000016577,C0001990,2024-02-06,157.37,78.49,Core
T000003562,C0003351,2024-02-06,298.3,234.7,Services
T000021304,C0007159,2024-02-06,309.04,208.34,Core
T000010775,C0001341,2024-02-06,42.47,17.38,Add-on
T000013092,C0008367,2024-02-06,3521.58,2564.8,Premium
T000009852,C0003948,2024-02-06,61.84,34.04,Core
T000023361,C0006519,2024-02-06,294.31,225.26,Premium
T000009800,C0008867,2024-02-07,881.77,556.55,Core
T000021375,C0007926,2024-02-07,45.37,17.21,Add-on
T000019617,C0004465,2024-02-07,524.81,365.86,Services
T000021676,C0006219,2024-02-07,143.94,102.38,Core
T000004252,C0008532,2024-02-07,74.25,32.86,Add-on
T000023745,C0001367,2024-02-07,26.26,11.9,Add-on
T000023195,C0004802,2024-02-07,525.71,262.21,Core
T000024588,C0007390,2024-02-07,1282.24,852.95,Premium
T000024051,C0005001,2024-02-07,1200.47,852.32,Premium
T000004118,C0000633,2024-02-07,82.56,46.91,Add-on
T000021823,C0006978,2024-02-07,17.92,11.43,Core
T000002169,C0003879,2024-02-07,316.93,168.26,Core
T000007451,C0002346,2024-02-07,3171.9,2483.48,Services
T000024784,C0002660,2024-02-07,1658.18,1053.81,Premium
T000017802,C0000927,2024-02-07,2145.26,1722.1,Services
T000020878,C0004508,2024-02-07,458.26,209.12,Core
T000017881,C0007965,2024-02-07,505.63,231.95,Core
T000017801,C0000927,2024-02-07,2852.68,2078.27,Services
T000009801,C0008867,2024-02-07,364.25,270.32,Core
T000019554,C0005175,2024-02-07,222.23,133.13,Core
T000015845,C0005488,2024-02-07,2405.59,1101.35,Core
T000006257,C0003977,2024-02-07,113.94,58.06,Core
T000008757,C0006846,2024-02-07,748.82,560.58,Premium
T000022695,C0001868,2024-02-07,309.27,239.45,Premium
T000001036,C0006744,2024-02-07,394.32,200.39,Core
T000000018,C0003151,2024-02-07,179.93,105.64,Core
T000007140,C0005472,2024-02-07,86.28,47.33,Core
T000008786,C0002324,2024-02-07,549.47,325.75,Core
T000002473,C0002350,2024-02-07,112.56,77.55,Core
T000015768,C0002477,2024-02-07,484.32,317.75,Add-on
T000014962,C0004617,2024-02-07,186.35,119.65,Core
T000014011,C0006388,2024-02-07,217.68,198.75,Services
T000022333,C0005248,2024-02-07,1718.79,1233.65,Core
T000016980,C0000523,2024-02-07,4348.66,3463.93,Premium
T000012978,C0002805,2024-02-07,112.32,64.19,Core
T000023099,C0007084,2024-02-08,1389.5,1081.17,Premium
T000011923,C0003008,2024-02-08,1276.64,681.6,Add-on
T000022350,C0005818,2024-02-08,78.51,49.91,Core
T000023735,C0001301,2024-02-08,176.14,108.7,Core
T000013411,C0000193,2024-02-08,259.73,116.55,Core
T000022204,C0002082,2024-02-08,970.42,666.28,Premium
T000013500,C0000619,2024-02-08,1080.4,601.55,Core
T000016371,C0006512,2024-02-08,36.12,15.6,Add-on
T000019992,C0001912,2024-02-08,90.68,40.37,Add-on
T000018263,C0000538,2024-02-08,716.26,475.77,Core
T000003772,C0007389,2024-02-08,124.57,66.25,Core
T000005219,C0000903,2024-02-08,304.4,107.68,Add-on
T000021714,C0004249,2024-02-08,1208.53,885.54,Premium
T000016004,C0006224,2024-02-08,2132.61,1547.41,Services
T000011015,C0007037,2024-02-08,352.47,203.29,Core
T000015212,C0008941,2024-02-08,32.0,19.6,Core
T000011603,C0002889,2024-02-08,300.4,208.19,Premium
T000009323,C0007282,2024-02-08,6274.33,3528.45,Core
T000012380,C0003549,2024-02-08,113.0,94.94,Premium
T000020580,C0003564,2024-02-08,136.8,67.71,Add-on
T000018502,C0008699,2024-02-08,78.45,32.15,Add-on
T000023757,C0007655,2024-02-08,248.38,152.17,Core
T000022744,C0008315,2024-02-08,87.71,48.75,Core
T000014705,C0001240,2024-02-08,399.18,300.22,Core
T000022564,C0008200,2024-02-08,361.07,207.08,Core
T000010100,C0002150,2024-02-08,1340.52,1013.97,Premium
T000009386,C0005387,2024-02-08,250.17,137.51,Core
T000016487,C0002903,2024-02-08,75.66,46.79,Core
T000022616,C0003385,2024-02-08,287.45,158.95,Core
T000024530,C0004982,2024-02-08,173.23,158.2,Services
T000013395,C0005220,2024-02-08,517.79,477.5,Services
T000013754,C0001887,2024-02-08,408.46,216.5,Core
T000009687,C0001764,2024-02-08,87.65,35.4,Add-on
T000007401,C0004292,2024-02-08,3015.31,2428.01,Services
T000007945,C0004725,2024-02-08,758.3,413.92,Core
T000024055,C0008918,2024-02-08,28.35,18.02,Add-on
T000010955,C0003257,2024-02-08,160.1,79.99,Core
T000016607,C0006339,2024-02-08,851.96,522.21,Add-on
T000001648,C0005961,2024-02-08,36.64,19.01,Core
T000004013,C0003934,2024-02-08,224.25,157.88,Premium
T000015023,C0000671,2024-02-08,534.81,393.94,Core
T000016736,C0003058,2024-02-08,133.25,94.57,Premium
T000021420,C0008717,2024-02-08,4017.89,2047.14,Core
T000023853,C0001231,2024-02-08,475.93,228.46,Add-on
T000002220,C0006034,2024-02-08,442.5,356.46,Premium
T000005779,C0001669,2024-02-08,628.54,346.65,Core
T000014012,C0006388,2024-02-08,92.39,59.51,Core
T000023487,C0003661,2024-02-08,346.91,198.61,Add-on
T000009504,C0000098,2024-02-08,268.93,259.81,Services
T000013091,C0008367,2024-02-09,691.06,399.07,Core
T000019936,C0000587,2024-02-09,284.31,214.07,Core
T000017666,C0008497,2024-02-09,1258.07,1078.87,Services
T000013337,C0005193,2024-02-09,336.66,175.93,Core
T000017667,C0008497,2024-02-09,1474.03,1225.43,Premium
T000004676,C0006506,2024-02-09,945.08,699.65,Services
T000014441,C0001769,2024-02-09,472.45,226.14,Core
T000017674,C0005049,2024-02-09,261.16,272.68,Services
T000018888,C0001762,2024-02-09,125.02,56.37,Core
T000016238,C0008843,2024-02-09,109.77,72.29,Premium
T000022769,C0005438,2024-02-09,278.22,139.86,Core
T000023694,C0008158,2024-02-09,425.77,236.21,Add-on
T000017868,C0008360,2024-02-09,869.54,453.62,Add-on
T000013463,C0006819,2024-02-09,219.31,127.35,Add-on
T000006213,C0002823,2024-02-09,223.55,112.42,Add-on
T000022700,C0003872,2024-02-09,135.56,85.24,Core
T000007402,C0004292,2024-02-09,159.8,78.53,Add-on
T000014852,C0007137,2024-02-09,139.08,69.28,Core
T000008980,C0002631,2024-02-09,75.45,47.68,Core
T000022906,C0007826,2024-02-09,44.58,24.0,Add-on
T000019656,C0002743,2024-02-09,535.32,293.54,Core
T000009941,C0003693,2024-02-09,512.89,270.09,Core
T000016512,C0002376,2024-02-09,30.85,22.0,Core
T000002587,C0004338,2024-02-09,186.35,98.24,Add-on
T000017799,C0000927,2024-02-09,1629.67,862.17,Core
T000007197,C0005460,2024-02-09,644.16,457.46,Core
T000009799,C0008867,2024-02-09,465.63,312.16,Core
T000024174,C0006039,2024-02-09,1018.79,834.56,Premium
T000003169,C0002815,2024-02-09,1188.39,772.55,Premium
T000008787,C0002324,2024-02-09,666.05,550.36,Premium
T000010101,C0002150,2024-02-09,924.46,539.64,Premium
T000003888,C0003454,2024-02-09,314.11,167.3,Core
T000016339,C0006198,2024-02-09,420.03,267.23,Core
T000005735,C0000988,2024-02-09,282.51,142.59,Core
T000023881,C0004288,2024-02-09,695.12,551.06,Premium
T000019181,C0005501,2024-02-09,34.47,20.1,Add-on
T000016338,C0006198,2024-02-09,1053.49,618.69,Core
T000022362,C0004325,2024-02-09,484.51,269.7,Core
T000021452,C0000026,2024-02-09,518.93,232.86,Add-on
T000023469,C0006410,2024-02-10,35.17,21.04,Add-on
T000005109,C0002388,2024-02-10,106.52,53.07,Add-on
T000024160,C0003856,2024-02-10,804.73,456.78,Core
T000008164,C0002765,2024-02-10,62.66,35.04,Core
T000020282,C0004598,2024-02-10,478.67,343.57,Premium
T000005999,C0004412,2024-02-10,160.62,104.71,Core
T000019555,C0005175,2024-02-10,368.6,232.89,Core
T000024606,C0001657,2024-02-10,954.65,690.69,Premium
T000010027,C0001170,2024-02-10,84.75,52.83,Core
T000024702,C0000488,2024-02-10,56.63,29.77,Core
T000018722,C0007941,2024-02-10,2444.49,1802.2,Premium
T000023009,C0001237,2024-02-10,165.66,102.0,Premium
T000016804,C0004224,2024-02-10,15.75,12.23,Core
T000013791,C0000815,2024-02-10,1246.74,1019.74,Services
T000002795,C0003333,2024-02-10,18078.92,12578.72,Premium
T000014411,C0003236,2024-02-10,417.83,239.47,Add-on
T000004456,C0007862,2024-02-10,662.21,374.23,Core
T000021239,C0001196,2024-02-10,315.71,146.09,Core
T000018988,C0002186,2024-02-10,425.09,279.74,Core
T000023252,C0003947,2024-02-10,1188.36,793.86,Add-on
T000015766,C0002477,2024-02-10,297.49,229.5,Premium
T000021586,C0001591,2024-02-10,238.77,133.51,Core
T000016307,C0000469,2024-02-10,244.66,126.53,Core
T000000136,C0005540,2024-02-10,297.9,137.67,Add-on
T000003809,C0002919,2024-02-10,145.84,115.04,Premium
T000025119,C0002623,2024-02-10,333.52,248.37,Premium
T000022944,C0003925,2024-02-10,1839.28,998.91,Core
T000021297,C0006081,2024-02-10,200.4,153.71,Add-on
T000011518,C0005238,2024-02-10,3252.92,2636.17,Services
T000003563,C0003351,2024-02-10,128.5,66.16,Core
T000016162,C0005404,2024-02-10,1685.47,797.21,Core
T000016160,C0005404,2024-02-10,254.66,151.92,Core
T000013697,C0007309,2024-02-10,847.97,589.72,Premium
T000022907,C0003802,2024-02-10,342.08,162.24,Add-on
T000017955,C0002923,2024-02-10,579.25,349.45,Core
T000024244,C0006847,2024-02-10,1095.49,983.3,Premium
T000019205,C0004236,2024-02-10,216.55,186.17,Services
T000014622,C0005910,2024-02-10,181.05,83.22,Add-on
T000023610,C0008861,2024-02-10,490.6,377.94,Premium
T000025026,C0004951,2024-02-10,252.96,124.27,Add-on
T000008375,C0004776,2024-02-10,100.0,78.68,Add-on
T000024873,C0002716,2024-02-10,90.73,54.75,Core
T000023277,C0008046,2024-02-10,123.26,70.21,Core
T000012840,C0002875,2024-02-10,256.23,118.2,Add-on
T000003773,C0007389,2024-02-10,2085.02,1171.91,Core
T000022405,C0006629,2024-02-10,94.94,47.3,Add-on
T000012043,C0004677,2024-02-11,880.22,483.75,Core
T000020515,C0004006,2024-02-11,59.45,35.72,Core
T000024555,C0005076,2024-02-11,965.11,770.67,Core
T000003419,C0004147,2024-02-11,110.34,60.57,Add-on
T000003716,C0002501,2024-02-11,505.32,236.08,Add-on
T000006833,C0001230,2024-02-11,35.95,27.4,Core
T000015100,C0000918,2024-02-11,60.05,42.33,Core
T000024068,C0007888,2024-02-11,280.28,152.62,Add-on
T000021900,C0007168,2024-02-11,136.49,93.13,Premium
T000008019,C0003310,2024-02-11,64.64,74.52,Premium
T000024052,C0005001,2024-02-11,863.56,469.65,Add-on
T000014815,C0003369,2024-02-11,29.24,14.33,Add-on
T000010825,C0003410,2024-02-11,531.07,244.38,Core
T000010652,C0001251,2024-02-11,78.18,34.4,Add-on
T000011227,C0007959,2024-02-11,162.63,61.58,Core
T000006994,C0002803,2024-02-11,1725.26,1248.45,Premium
T000017730,C0006604,2024-02-11,667.7,400.73,Add-on
T000024241,C0002465,2024-02-11,135.69,64.5,Core
T000019178,C0000352,2024-02-11,369.26,190.79,Core
T000022351,C0005818,2024-02-11,82.79,39.01,Add-on
T000021794,C0007721,2024-02-11,62.48,41.04,Core
T000008843,C0003860,2024-02-11,1739.94,1092.52,Core
T000008000,C0005634,2024-02-11,80.48,36.0,Add-on
T000018124,C0002881,2024-02-11,409.59,260.02,Premium
T000014093,C0003962,2024-02-11,1776.18,965.35,Core
T000012683,C0005897,2024-02-11,1517.41,1119.66,Premium
T000021273,C0005459,2024-02-11,110.99,58.01,Core
T000011057,C0005224,2024-02-11,309.4,168.73,Core
T000000067,C0001837,2024-02-11,1073.44,611.46,Add-on
T000020755,C0003155,2024-02-11,1999.41,1082.3,Core
T000001925,C0008938,2024-02-11,265.11,129.76,Add-on
T000018119,C0003121,2024-02-11,656.98,647.33,Services
T000024972,C0005409,2024-02-11,330.22,239.66,Core
T000003718,C0002501,2024-02-11,2055.36,1822.54,Services
T000022409,C0000682,2024-02-11,54.48,25.67,Add-on
T000019249,C0005111,2024-02-11,816.16,459.91,Core
T000001842,C0003071,2024-02-11,573.0,335.97,Core
T000009088,C0000561,2024-02-12,82.19,46.16,Core
T000018125,C0002881,2024-02-12,528.86,388.37,Services
T000021901,C0007168,2024-02-12,513.79,211.49,Core
T000013082,C0008654,2024-02-12,100.63,45.64,Core
T000020689,C0007830,2024-02-12,559.35,295.04,Premium
T000014304,C0000207,2024-02-12,1069.18,743.02,Premium
T000014903,C0006430,2024-02-12,149.96,69.31,Add-on
T000000069,C0001837,2024-02-12,447.42,346.21,Core
T000013320,C0001255,2024-02-12,467.58,217.7,Core
T000022427,C0007779,2024-02-12,63.85,34.13,Add-on
T000009968,C0007739,2024-02-12,23.81,10.52,Add-on
T000008948,C0004778,2024-02-12,69.61,35.57,Core
T000005717,C0001206,2024-02-12,164.71,79.77,Core
T000019632,C0001185,2024-02-12,719.64,481.82,Core
T000025025,C0004951,2024-02-12,568.69,460.77,Services
T000020906,C0004797,2024-02-12,731.27,684.6,Services
T000020080,C0004000,2024-02-12,121.26,57.21,Core
T000006029,C0001157,2024-02-12,738.17,458.6,Core
T000023051,C0004978,2024-02-12,655.6,591.72,Services
T000007215,C0003144,2024-02-12,327.33,288.67,Services
T000025011,C0001668,2024-02-12,106.03,66.91,Core
T000021824,C0006978,2024-02-12,236.19,132.62,Core
T000017348,C0002209,2024-02-12,285.21,143.57,Core
